row_index,meteo_rain_height,meteo_evapotranspiration_grid,meteo_sunshine_%,meteo_temperature_avg,meteo_temperature_min,meteo_temperature_max,meteo_humidity_avg,meteo_humidity_min,meteo_pressure_avg,meteo_frost_duration,meteo_humidity_duration_below_40%,meteo_humidity_duration_above_80%,meteo_radiation_direct,meteo_radiation,meteo_if_snow,meteo_snow_height,meteo_snow_thickness_max,piezo_station_investigation_depth,piezo_station_altitude,piezo_station_longitude,piezo_station_latitude,piezo_obtention_mode,total_volume,largest_ratio,volume_mean,volume_variance,mean_longitude,mean_latitude,measurement_type_ratio,drinking_water_count,irrigation_count,industry_count,energy_count,channels_count,turbined_water_count,usage_CANAUX,usage_EAU POTABLE,usage_EAU TURBINEE (barrage),usage_ENERGIE,"usage_INDUSTRIE et ACTIVITES ECONOMIQUES (hors irrigation, hors énergie)",usage_IRRIGATION
2856,0.2,0.9,14.958208955223881,9.7,6.4,11.5,90.17138434321097,77.01987632508833,1031.0110429447852,,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,,,,16.35,65.8,-0.659119861226043,49.2631222139041,Valeur mesurée,11319490.0,0.12855826543422008,1214653.6666666667,95592043332.33333,-0.501137207372937,49.2959939040416,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2857,0.4,0.5,0.0,8.4,5.0,11.2,90.0,76.0,1023.9,0.0,0.0,1368.0,208.81578947368422,167.0,0.0,0.0,0.0,22.4,47.93,-0.483802040318092,49.2515206802642,Valeur mesurée,732190169.0,0.9359958956236683,238561305.33333334,1.4974040879082912e+17,-0.4062928768779264,49.12135828246701,0.0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
2858,0.0,0.5,14.958208955223881,8.6,6.0,11.2,90.17138434321097,77.01987632508833,1031.8083686440677,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,8.4,45.0,-0.899411121948542,49.3731778234298,Valeur mesurée,4201506.0,0.1261807075843757,450437.3333333333,14240245934.333332,-0.9812724119435762,49.25782581633789,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0
2859,0.0,0.5,14.958208955223881,8.6,6.0,11.2,90.17138434321097,77.01987632508833,1031.8083686440677,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,9.5,25.0,-0.928068991971081,49.3488105732674,Valeur mesurée,4565008.0,0.11613320283337948,450437.3333333333,14240245934.333332,-0.9812724119435762,49.25782581633789,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0
2860,0.2,0.7,14.958208955223881,8.6,6.5,10.9,90.17138434321097,77.01987632508833,1031.0110429447852,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,20.8,147.27,0.113486217768598,49.1889665427078,Valeur mesurée,16764607.0,0.0441808746247377,647029.6666666666,11858741966.333334,0.03334813155051036,49.02027851082105,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2861,0.6,0.6,14.958208955223881,8.7,6.0,10.6,90.17138434321097,77.01987632508833,1031.0110429447852,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,17.1,118.07,0.0161745835196574,49.2561985147013,Valeur mesurée,12505783.0,0.05922659940605079,557528.6666666666,25250491816.333332,0.08366657887371896,49.14282823352685,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2862,0.2,0.7,14.958208955223881,8.6,6.5,10.9,90.17138434321097,77.01987632508833,1031.0110429447852,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,30.3,158.0,0.23922265785951,49.057653642423,Valeur mesurée,14870267.0,0.049809125821345376,647029.6666666666,11858741966.333334,0.03334813155051036,49.02027851082105,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2863,0.8,0.5,14.958208955223881,8.7,5.5,11.2,90.0,78.0,1031.0110429447852,0.0,0.0,1364.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,14.55,37.47,-0.347446524144369,49.2586215453566,Valeur mesurée,48430490.0,0.44517410416454595,10604045.666666666,103499874275734.33,-0.43381840890307427,49.205120168345275,0.0,0,0,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0
2864,0.8,0.5,14.958208955223881,8.7,5.5,11.2,90.0,78.0,1031.0110429447852,0.0,0.0,1364.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,33.6,55.48,-0.43352781285625,49.2933883670234,Valeur mesurée,46299883.0,0.46565992402183826,10604045.666666666,103499874275734.33,-0.43381840890307427,49.205120168345275,0.0,0,0,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0
2865,0.2,0.4,14.958208955223881,8.3,5.3,10.7,90.17138434321097,77.01987632508833,1031.0110429447852,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,18.1,54.35,-0.227855245347625,49.0786539486732,Valeur mesurée,43053024.0,0.5007778315409389,10365341.333333334,110222410843302.33,-0.37565304810490185,49.17233527722815,0.0,0,0,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0
2866,0.6,0.6,14.958208955223881,8.0,5.5,10.4,88.0,77.0,1031.0110429447852,0.0,0.0,1330.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,22.5,85.0,-0.713922473515182,49.1603722153761,Valeur mesurée,6451714.0,0.2255546355588608,719656.0,407276764479.0,-0.748456565480009,49.22694555718656,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2867,1.6,,,,,,,,1028.0926966292134,,,,,,,,,110.0,250.0,-0.706935664932494,49.0035538586231,Valeur mesurée,4251405.0,0.10931891927492206,366747.3333333333,12500115232.333332,-0.6776932241251807,49.1058097913678,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2868,0.6,0.3,14.958208955223881,8.0,5.4,10.0,93.0,80.0,1031.0110429447852,0.0,0.0,1440.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,22.2,55.0,-0.0752475230473117,48.924339074828026,Valeur mesurée,8138578.0,0.09100791317598725,647029.6666666666,11858741966.333334,0.03334813155051036,49.02027851082105,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2869,0.4,0.5,0.0,8.4,5.0,11.2,90.0,76.0,1023.9,0.0,0.0,1368.0,208.81578947368422,167.0,0.0,0.0,0.0,25.1,34.4,-0.442187443488678,49.2374962994089,Valeur mesurée,732243592.0,0.9359276072708875,238561305.33333334,1.4974040879082912e+17,-0.4062928768779264,49.12135828246701,0.0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
2870,0.4,0.5,0.0,8.4,5.0,11.2,90.0,76.0,1023.9,0.0,0.0,1368.0,208.81578947368422,167.0,0.0,0.0,0.0,30.0,22.88,-0.347883182297315,49.1465930732932,Valeur mesurée,734289707.0,0.9333196236672837,238561305.33333334,1.4974040879082912e+17,-0.4062928768779264,49.12135828246701,0.0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
2871,0.4,0.5,0.0,8.4,5.0,11.2,90.0,76.0,1023.9,0.0,0.0,1368.0,208.81578947368422,167.0,0.0,0.0,0.0,25.0,5.69,-0.386145802740029,49.161789743038,Valeur mesurée,736561214.0,0.9304413264964561,238561305.33333334,1.4974040879082912e+17,-0.4062928768779264,49.12135828246701,0.0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0
2872,0.2,0.7,14.958208955223881,8.6,6.5,10.9,90.17138434321097,77.01987632508833,1031.0110429447852,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,32.0,55.0,0.277470853511654,49.1202870421147,Valeur mesurée,12412845.0,0.04139075288541829,464283.6666666667,2117621049.3333335,0.3019331072993585,49.19441491646037,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2873,0.2,0.4,14.958208955223881,8.3,5.3,10.7,90.17138434321097,77.01987632508833,1031.0110429447852,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,17.57,39.0,-0.272859383746596,49.209981075432,Valeur mesurée,45812863.0,0.47061018648845415,10407615.0,109006962606669.0,-0.40168955310138127,49.21746290812509,0.0,0,0,0,0,0,0,1.0,2.0,0.0,0.0,0.0,0.0
2874,0.2,0.7,14.958208955223881,8.6,6.5,10.9,90.17138434321097,77.01987632508833,1031.0110429447852,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,13.9,159.0,0.107451168578631,49.1480821494394,Valeur mesurée,16576128.0,0.044683233623678584,647029.6666666666,11858741966.333334,0.03334813155051036,49.02027851082105,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2875,0.4,0.4,14.958208955223881,7.8,5.8,9.9,90.17138434321097,77.01987632508833,1031.0110429447852,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,16.47,161.0,-0.339971470362329,48.9701703227684,Valeur mesurée,10230579721.0,0.7630378921710765,3263255415.3333335,1.5573455362703548e+19,-0.3960014567622761,48.902279440680196,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0
2876,0.2,0.5,14.958208955223881,9.0,6.3,11.2,91.0,81.0,1031.0110429447852,0.0,0.0,1440.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,51.0,28.0,-1.07671072884573,49.3339271990499,Valeur mesurée,3877533.0,0.1367232722455231,437463.3333333333,20085097804.333336,-1.0317537415048916,49.22082066081378,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0
2877,0.1,,,,,,,,1031.8083686440677,,,,,,,,,161.5,725.0,2.541051,44.820895,Valeur mesurée,6027689.0,0.44119545650082476,1194072.0,1614194381629.0,2.583867036891563,44.922860596684366,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2878,0.2,,,4.736991113866501,0.0,8.9,,,1031.0110429447852,,,,,,,0.0,0.0,5.13,951.0,3.09888767502096,45.2420983914118,Valeur mesurée,428473367.0,0.24483110055239443,86688539.33333333,341348241403182.4,3.1965173442107897,45.308286564422474,0.0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0
2879,0.0,1.1,14.958208955223881,6.5,3.6,9.8,74.0,57.0,1031.8083686440677,0.0,0.0,620.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,9.0,853.98,2.46741809934265,45.2384044273525,Valeur mesurée,4570495.0,0.1707994429487397,613042.6666666666,22175369841.333336,2.5867389337911035,45.19409886979753,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2880,0.0,0.8,62.0,4.0,0.6,9.4,86.0,70.0,1030.6,0.0,0.0,1123.0,1306.0,617.0,0.0,0.0,0.0,63.0,780.5,2.400826,44.811215,Valeur mesurée,3044430.0,0.17188504908964897,312478.0,34733585668.0,2.3705019920416377,44.87144403139473,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0
2881,0.0,,,,,,,,1031.8083686440677,,,,,,,0.0,0.0,120.0,512.0,2.24627427159469,45.2413760561806,Valeur mesurée,1606570.0,0.09870656118314172,134198.33333333334,497178569.3333334,2.3496385710879717,45.241732279184895,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2882,0.2,0.6,14.958208955223881,7.8,6.4,11.1,91.0,75.0,1031.0110429447852,0.0,0.0,1338.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,19.0,83.0,0.2276268858067552,46.02415250140811,Valeur mesurée,22912609.0,0.031489648341662006,464901.0,49397582233.0,0.3299997338629949,45.99025854115994,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0
2883,0.0,0.6,14.958208955223881,8.1,6.8,11.4,91.0,76.0,1031.8083686440677,0.0,0.0,1255.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,107.0,143.87,0.0906720004068747,45.5223277889928,Valeur mesurée,12365369.0,0.08941471944751507,799943.3333333334,80850295746.33333,0.14045539059641443,45.66858752963794,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,2.0,0.0
2884,0.2,0.6,14.958208955223881,7.8,6.4,11.1,91.0,75.0,1031.0110429447852,0.0,0.0,1338.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,100.0,99.43,-0.0416240885760108,45.9581080389312,Valeur mesurée,14582781.0,0.028417419146594878,337956.6666666667,4420562308.333333,-0.024018040172490932,45.9206459601054,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0
2885,0.0,0.6,14.958208955223881,8.1,6.8,11.4,91.0,76.0,1031.8083686440677,0.0,0.0,1255.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,45.0,97.93,0.197225269638779,45.5687419527689,Valeur mesurée,23429500.0,0.34447333489831194,3309101.6666666665,17037074876296.336,0.19037082822983806,45.67494806771277,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0
2886,0.2,0.6,14.958208955223881,8.2,7.2,10.8,90.17138434321097,77.01987632508833,1031.0110429447852,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,,87.0,-0.0730639348093622,45.8307947789519,Valeur mesurée,15948893.0,0.041136397366262345,565185.6666666666,7620076430.333333,-0.13837110069830202,45.6567720018704,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2887,0.2,0.7,15.0,7.4,6.0,9.6,89.0,77.0,1031.0110429447852,0.0,0.0,1361.0,208.81578947368422,356.0,0.0,0.0,0.0,63.0,75.8,0.326954743891634,45.7816919155334,Valeur mesurée,25906185.0,0.31154096984947804,3181056.3333333335,17932688344432.33,0.22940471332753623,45.762717627380084,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2888,0.0,0.7,14.958208955223881,7.9,6.6,10.7,87.0,71.0,1031.8083686440677,0.0,0.0,1082.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,154.4,158.52,0.222927410377815,45.4915191044871,Valeur mesurée,25439365.0,0.3172578403588297,3464914.3333333335,15914070039312.332,0.21345872114628447,45.53596055825259,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,2.0,0.0
2889,0.0,0.6,14.958208955223881,8.1,6.8,11.4,91.0,76.0,1031.8083686440677,0.0,0.0,1255.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,120.0,153.21,0.260004341751028,45.5433765316193,Valeur mesurée,26091665.0,0.30932629251525345,3309101.6666666665,17037074876296.336,0.19037082822983806,45.67494806771277,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0
2890,0.0,0.6,14.958208955223881,8.1,6.8,11.4,91.0,76.0,1031.8083686440677,0.0,0.0,1255.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,,41.49,0.150419964113494,45.7153605867993,Valeur mesurée,26672617.0,0.3025889060679723,3309101.6666666665,17037074876296.336,0.19037082822983806,45.67494806771277,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0
2891,0.2,0.7,15.0,7.4,6.0,9.6,89.0,77.0,1031.0110429447852,0.0,0.0,1361.0,208.81578947368422,356.0,0.0,0.0,0.0,144.0,145.0,0.447886665078624,45.7547235621829,Valeur mesurée,20973358.0,0.3848138195133083,3183696.6666666665,17961597766230.336,0.44398334722040644,45.73490093879178,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2892,0.0,0.6,14.958208955223881,8.1,6.8,11.4,91.0,76.0,1031.8083686440677,0.0,0.0,1255.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,158.0,138.0,0.274824711863053,45.6729297148434,Valeur mesurée,27072991.0,0.29811401333528315,3309101.6666666665,17037074876296.336,0.19037082822983806,45.67494806771277,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0
2893,0.2,0.7,15.0,7.4,6.0,9.6,89.0,77.0,1031.0110429447852,0.0,0.0,1361.0,208.81578947368422,356.0,0.0,0.0,0.0,105.5,107.0,0.3862421479615971,45.74061256903989,Valeur mesurée,21599429.0,0.3736597851730247,3113864.0,18442020744643.0,0.30213061495595095,45.732910412031224,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2894,0.2,0.6,14.958208955223881,7.8,6.4,11.1,91.0,75.0,1031.0110429447852,0.0,0.0,1338.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,30.0,81.13,-0.0125826007506201,46.0046672283704,Valeur mesurée,15902812.0,0.026058598944639477,337956.6666666667,4420562308.333333,-0.024018040172490932,45.9206459601054,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0
2895,0.2,0.6,14.958208955223881,7.8,6.4,11.1,91.0,75.0,1031.0110429447852,0.0,0.0,1338.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,124.0,77.98,0.136472654090634,45.9448886402145,Valeur mesurée,22192188.0,0.03251189112132612,535436.6666666666,26751184058.333332,0.11685138121676643,45.86707808080501,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0
2896,0.0,0.6,14.958208955223881,8.1,6.8,11.4,91.0,76.0,1031.8083686440677,0.0,0.0,1255.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,4.0,44.03,0.0498108610800039,45.6854031592405,Valeur mesurée,23751346.0,0.33980549986514447,3309101.6666666665,17037074876296.336,0.19037082822983806,45.67494806771277,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0
2897,0.0,0.6,14.958208955223881,8.1,6.8,11.4,91.0,76.0,1031.8083686440677,0.0,0.0,1255.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,50.0,95.0,0.0665934251063028,45.5508756205588,Valeur mesurée,12805472.0,0.08634168268065402,804646.0,77296805625.0,0.061642743832912066,45.68266827057666,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0
2898,0.2,0.7,15.0,7.4,6.0,9.6,89.0,77.0,1031.0110429447852,0.0,0.0,1361.0,208.81578947368422,356.0,0.0,0.0,0.0,98.0,94.36,0.365914561981904,45.7426045817568,Valeur mesurée,23594871.0,0.3420590008735373,3181056.3333333335,17932688344432.33,0.22940471332753623,45.762717627380084,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2899,0.2,0.7,15.0,7.4,6.0,9.6,89.0,77.0,1031.0110429447852,0.0,0.0,1361.0,208.81578947368422,356.0,0.0,0.0,0.0,130.0,125.13,0.381108290732659,45.665925474104,Valeur mesurée,20943939.0,0.38535435001028223,3113864.0,18442020744643.0,0.30213061495595095,45.732910412031224,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2900,0.2,0.6,14.958208955223881,7.8,6.4,11.1,91.0,75.0,1031.0110429447852,0.0,0.0,1338.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,85.0,97.89,0.280387916154947,45.8729172334937,Valeur mesurée,28388586.0,0.28429869666632923,3181056.3333333335,17932688344432.33,0.22940471332753623,45.762717627380084,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2901,0.2,0.6,14.958208955223881,7.8,6.4,11.1,91.0,75.0,1031.0110429447852,0.0,0.0,1338.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,26.0,68.84,0.00519321392294,45.8981512642815,Valeur mesurée,16200407.0,0.044536535409264714,535436.6666666666,26751184058.333332,0.11685138121676643,45.86707808080501,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0
2902,0.2,0.6,14.958208955223881,7.8,6.4,11.1,91.0,75.0,1031.0110429447852,0.0,0.0,1338.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,114.0,102.16,0.195394270857268,45.9560229036206,Valeur mesurée,22625684.0,0.03188898068230777,491965.0,40902950425.0,0.19205181098325927,45.927348169959025,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0
2903,0.2,0.6,14.958208955223881,7.8,6.4,11.1,91.0,75.0,1031.0110429447852,0.0,0.0,1338.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,350.0,67.4,0.258939697413073,45.8949329652096,Valeur mesurée,21008895.0,0.035738243253631376,664088.0,15800281699.0,0.2863767180965866,45.81808047044782,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2904,0.0,0.6,14.958208955223881,8.2,6.8,11.4,90.17138434321097,77.01987632508833,1031.8083686440677,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,552.0,68.92,-0.237269676383853,45.3826150537357,Valeur mesurée,7501238.0,0.07300661570796714,456787.0,6205992717.0,-0.18611507951623218,45.37928129913394,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0
2905,0.0,0.6,14.958208955223881,8.2,6.8,11.4,90.17138434321097,77.01987632508833,1031.8083686440677,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,367.0,39.0,-0.193094535074508,45.5238698836311,Valeur mesurée,10177213.0,0.15209920436960492,1014597.3333333334,221780736825.33334,-0.2960661789162194,45.68550786402526,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2906,0.2,0.7,15.0,7.4,6.0,9.6,89.0,77.0,1031.0110429447852,0.0,0.0,1361.0,208.81578947368422,356.0,0.0,0.0,0.0,70.0,188.94,0.495557364411129,46.0184750844291,Valeur mesurée,789316384.0,0.9874082519994922,260261873.33333334,2.0211081785327923e+17,0.5809657604753086,45.91505109899921,0.0,0,0,0,0,0,0,0.0,2.0,1.0,0.0,0.0,0.0
2907,0.2,0.6,14.958208955223881,7.8,6.4,11.1,91.0,75.0,1031.0110429447852,0.0,0.0,1338.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,37.0,96.51,0.183556714582796,46.0372498582358,Valeur mesurée,22704915.0,0.03177770099557739,491965.0,40902950425.0,0.19205181098325927,45.927348169959025,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0
2908,1.0,0.6,22.0,9.0,7.8,11.3,92.0,75.0,1028.0,0.0,0.0,1381.0,208.81578947368422,390.0,0.0,0.0,0.0,73.5,4.0,-0.9277762019474431,45.671391122684405,Valeur mesurée,21813908.0,0.10565025762463104,1684045.0,543138434644.0,-0.9152036212979043,45.73228584798406,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2909,0.6,0.9,14.958208955223881,8.9,8.3,12.4,90.0,70.0,1031.0110429447852,0.0,0.0,1222.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,77.7,15.0,-0.6312348950610241,45.81217302679533,Valeur mesurée,36978745.0,0.14172257603658533,3941247.6666666665,2082794777465.3335,-0.6703063827139827,45.83818430254072,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0
2910,1.0,0.4,14.958208955223881,9.0,7.7,11.5,95.0,77.0,1028.0926966292134,,0.0,1416.0,208.81578947368422,243.0,,,,26.5,4.18,-1.0551415675440154,46.104539451189865,Valeur mesurée,10609058.0,0.18315839163100062,923675.3333333334,784468953861.3334,-0.9611227169074311,46.106143131131624,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0
2911,0.6,0.9,14.958208955223881,8.9,8.3,12.4,90.0,70.0,1031.0110429447852,0.0,0.0,1222.0,208.81578947368422,344.46149253731346,0.0,0.0,0.0,75.0,7.72,-0.8063555332863758,45.87165263122449,Valeur mesurée,49692377.0,0.24859434677475784,7262993.333333333,19706366238150.336,-0.7539496625680498,45.89448899965566,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0
2912,0.2,0.7,14.958208955223881,8.4,7.0,12.1,90.17138434321097,77.01987632508833,1031.0110429447852,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,50.0,65.88,-0.354638353373542,45.9272523761314,Valeur mesurée,11134424.0,0.046180386160972496,318970.0,28588825044.0,-0.3988855166228808,46.00599179795364,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0
2913,0.0,0.7,14.958208955223881,7.6,6.6,11.2,90.17138434321097,77.01987632508833,1031.8083686440677,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,50.4,63.35,-0.4074591686069217,45.28469917920581,Valeur mesurée,8797017.0,0.060516422782859236,493257.3333333333,4561414022.333334,-0.43342129679861213,45.304333443844904,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2914,0.0,0.7,48.0,7.8,6.8,11.2,89.0,69.0,1031.8083686440677,0.0,0.0,1215.0,1306.0,502.0,0.0,0.0,0.0,90.0,32.0,-0.0211344566089146,45.1611505588997,Valeur mesurée,11676133.0,0.06221503300793165,716906.3333333334,72576356.33333334,-0.0795232552154841,45.03740975255613,0.0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,1.0,0.0
2915,1.0,0.6,22.0,9.0,7.8,11.3,92.0,75.0,1028.0,0.0,0.0,1381.0,208.81578947368422,390.0,0.0,0.0,0.0,77.0,8.0,-0.8972063254840109,45.641402578439305,Valeur mesurée,20579414.0,0.11198788264816481,1328683.6666666667,715203681521.3333,-0.8917055985424948,45.60303044848828,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2916,0.9,,,,,,,,1031.0110429447852,,,,,,,,,263.0,31.0,-0.508263493085445,45.5524900045064,Valeur mesurée,15366022.0,0.051220803927002054,656090.6666666666,16283348666.333332,-0.48571477414900205,45.600650713879894,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2917,0.9,,,,,,,,1031.0110429447852,,,,,,,,,190.0,32.1,-0.4760424591394016,45.52165361567744,Valeur mesurée,14259682.0,0.055194779238414995,656090.6666666666,16283348666.333332,-0.48571477414900205,45.600650713879894,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2918,1.0,0.6,22.0,9.0,7.8,11.3,92.0,75.0,1028.0,0.0,0.0,1381.0,208.81578947368422,390.0,0.0,0.0,0.0,100.0,9.0,-0.8972063254840109,45.641402578439305,Valeur mesurée,20579414.0,0.11198788264816481,1328683.6666666667,715203681521.3333,-0.8917055985424948,45.60303044848828,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2919,0.9,,,,,,,,1031.0110429447852,,,,,,,,,4.5,22.0,-0.5940235506692108,45.533161000911456,Valeur mesurée,20886467.0,0.11433273995070588,1849870.3333333333,847219666572.3333,-0.6238389022290974,45.716929964690245,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
2920,0.2,0.6,14.958208955223881,8.2,7.2,10.8,90.17138434321097,77.01987632508833,1031.0110429447852,0.0,1.009281767955801,1232.2566880389122,208.81578947368422,344.46149253731346,0.0,0.0,0.0,8.0,80.0,-0.1470985556598901,45.86371392219825,Valeur mesurée,13343752.0,0.049167580452634314,542652.0,14766403477.0,-0.11736522090723452,45.76523585552008,0.0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0
